fecha,mes,anio,tipo_pago,afluencia
2022-01-25,Enero,2022,Prepago,48722
2022-01-25,Enero,2022,Gratuidad,5450
2022-01-26,Enero,2022,Prepago,43326
2022-01-26,Enero,2022,Gratuidad,4421
2022-01-27,Enero,2022,Prepago,48280
2022-01-27,Enero,2022,Gratuidad,4971
2022-01-28,Enero,2022,Prepago,51101
2022-01-28,Enero,2022,Gratuidad,5112
2022-01-29,Enero,2022,Prepago,35978
2022-01-29,Enero,2022,Gratuidad,3318
2022-01-30,Enero,2022,Prepago,22080
2022-01-30,Enero,2022,Gratuidad,2522
2022-01-31,Enero,2022,Prepago,48561
2022-01-31,Enero,2022,Gratuidad,5694
2022-02-01,Febrero,2022,Prepago,51201
2022-02-01,Febrero,2022,Gratuidad,5246
2022-02-02,Febrero,2022,Prepago,53477
2022-02-02,Febrero,2022,Gratuidad,5604
2022-02-03,Febrero,2022,Prepago,54251
2022-02-03,Febrero,2022,Gratuidad,5462
2022-02-04,Febrero,2022,Prepago,55387
2022-02-04,Febrero,2022,Gratuidad,5690
2022-02-05,Febrero,2022,Prepago,44184
2022-02-05,Febrero,2022,Gratuidad,3319
2022-02-06,Febrero,2022,Prepago,22633
2022-02-06,Febrero,2022,Gratuidad,2568
2022-02-07,Febrero,2022,Prepago,28736
2022-02-07,Febrero,2022,Gratuidad,3346
2022-02-08,Febrero,2022,Prepago,57823
2022-02-08,Febrero,2022,Gratuidad,6206
2022-02-09,Febrero,2022,Prepago,58724
2022-02-09,Febrero,2022,Gratuidad,6000
2022-02-10,Febrero,2022,Prepago,57601
2022-02-10,Febrero,2022,Gratuidad,6029
2022-02-11,Febrero,2022,Prepago,59123
2022-02-11,Febrero,2022,Gratuidad,5199
2022-02-12,Febrero,2022,Prepago,48760
2022-02-12,Febrero,2022,Gratuidad,4180
2022-02-13,Febrero,2022,Prepago,24696
2022-02-13,Febrero,2022,Gratuidad,2705
2022-02-14,Febrero,2022,Prepago,60724
2022-02-14,Febrero,2022,Gratuidad,6102
2022-02-15,Febrero,2022,Prepago,61593
2022-02-15,Febrero,2022,Gratuidad,5911
2022-02-16,Febrero,2022,Prepago,62074
2022-02-16,Febrero,2022,Gratuidad,6278
2022-02-17,Febrero,2022,Prepago,61161
2022-02-17,Febrero,2022,Gratuidad,5532
2022-02-18,Febrero,2022,Prepago,55746
2022-02-18,Febrero,2022,Gratuidad,5938
2022-02-19,Febrero,2022,Prepago,43381
2022-02-19,Febrero,2022,Gratuidad,4223
2022-02-20,Febrero,2022,Prepago,34800
2022-02-20,Febrero,2022,Gratuidad,2780
2022-02-21,Febrero,2022,Prepago,62737
2022-02-21,Febrero,2022,Gratuidad,5723
2022-02-22,Febrero,2022,Prepago,64808
2022-02-22,Febrero,2022,Gratuidad,6019
2022-02-23,Febrero,2022,Prepago,64437
2022-02-23,Febrero,2022,Gratuidad,6093
2022-02-24,Febrero,2022,Prepago,71290
2022-02-24,Febrero,2022,Gratuidad,5904
2022-02-25,Febrero,2022,Prepago,67252
2022-02-25,Febrero,2022,Gratuidad,5870
2022-02-26,Febrero,2022,Prepago,47387
2022-02-26,Febrero,2022,Gratuidad,4241
2022-02-27,Febrero,2022,Prepago,35605
2022-02-27,Febrero,2022,Gratuidad,3262
2022-02-28,Febrero,2022,Prepago,66577
2022-02-28,Febrero,2022,Gratuidad,6671
2022-03-01,Marzo,2022,Prepago,70193
2022-03-01,Marzo,2022,Gratuidad,6136
2022-03-02,Marzo,2022,Prepago,66274
2022-03-02,Marzo,2022,Gratuidad,6255
2022-03-03,Marzo,2022,Prepago,66138
2022-03-03,Marzo,2022,Gratuidad,6020
2022-03-04,Marzo,2022,Prepago,68431
2022-03-04,Marzo,2022,Gratuidad,6167
2022-03-05,Marzo,2022,Prepago,50546
2022-03-05,Marzo,2022,Gratuidad,4792
2022-03-06,Marzo,2022,Prepago,26060
2022-03-06,Marzo,2022,Gratuidad,2823
2022-03-07,Marzo,2022,Prepago,67401
2022-03-07,Marzo,2022,Gratuidad,5580
2022-03-08,Marzo,2022,Prepago,66497
2022-03-08,Marzo,2022,Gratuidad,6368
2022-03-09,Marzo,2022,Prepago,68495
2022-03-09,Marzo,2022,Gratuidad,5743
2022-03-10,Marzo,2022,Prepago,68930
2022-03-10,Marzo,2022,Gratuidad,6712
2022-03-11,Marzo,2022,Prepago,71412
2022-03-11,Marzo,2022,Gratuidad,6359
2022-03-12,Marzo,2022,Prepago,48748
2022-03-12,Marzo,2022,Gratuidad,4483
2022-03-13,Marzo,2022,Prepago,28983
2022-03-13,Marzo,2022,Gratuidad,3351
2022-03-14,Marzo,2022,Prepago,69001
2022-03-14,Marzo,2022,Gratuidad,6561
2022-03-15,Marzo,2022,Prepago,70167
2022-03-15,Marzo,2022,Gratuidad,5934
2022-03-16,Marzo,2022,Prepago,72807
2022-03-16,Marzo,2022,Gratuidad,6519
2022-03-17,Marzo,2022,Prepago,71349
2022-03-17,Marzo,2022,Gratuidad,6136
2022-03-18,Marzo,2022,Prepago,72384
2022-03-18,Marzo,2022,Gratuidad,6713
2022-03-19,Marzo,2022,Prepago,46710
2022-03-19,Marzo,2022,Gratuidad,4306
2022-03-20,Marzo,2022,Prepago,39895
2022-03-20,Marzo,2022,Gratuidad,3565
2022-03-21,Marzo,2022,Prepago,31458
2022-03-21,Marzo,2022,Gratuidad,3594
2022-03-22,Marzo,2022,Prepago,72227
2022-03-22,Marzo,2022,Gratuidad,6453
2022-03-23,Marzo,2022,Prepago,72296
2022-03-23,Marzo,2022,Gratuidad,6142
2022-03-24,Marzo,2022,Prepago,79821
2022-03-24,Marzo,2022,Gratuidad,6486
2022-03-25,Marzo,2022,Prepago,72357
2022-03-25,Marzo,2022,Gratuidad,5929
2022-03-26,Marzo,2022,Prepago,46705
2022-03-26,Marzo,2022,Gratuidad,4471
2022-03-27,Marzo,2022,Prepago,27344
2022-03-27,Marzo,2022,Gratuidad,3209
2022-03-28,Marzo,2022,Prepago,68959
2022-03-28,Marzo,2022,Gratuidad,6271
2022-03-29,Marzo,2022,Prepago,71956
2022-03-29,Marzo,2022,Gratuidad,5790
2022-03-30,Marzo,2022,Prepago,78119
2022-03-30,Marzo,2022,Gratuidad,6809
2022-03-31,Marzo,2022,Prepago,71901
2022-03-31,Marzo,2022,Gratuidad,5973
2022-04-01,Abril,2022,Prepago,73735
2022-04-01,Abril,2022,Gratuidad,6289
2022-04-02,Abril,2022,Prepago,55020
2022-04-02,Abril,2022,Gratuidad,4400
2022-04-03,Abril,2022,Prepago,27975
2022-04-03,Abril,2022,Gratuidad,3541
2022-04-04,Abril,2022,Prepago,69959
2022-04-04,Abril,2022,Gratuidad,6343
2022-04-05,Abril,2022,Prepago,73593
2022-04-05,Abril,2022,Gratuidad,6969
2022-04-06,Abril,2022,Prepago,74293
2022-04-06,Abril,2022,Gratuidad,6485
2022-04-07,Abril,2022,Prepago,73326
2022-04-07,Abril,2022,Gratuidad,6680
2022-04-08,Abril,2022,Prepago,73853
2022-04-08,Abril,2022,Gratuidad,5808
2022-04-09,Abril,2022,Prepago,51595
2022-04-09,Abril,2022,Gratuidad,4535
2022-04-10,Abril,2022,Prepago,28252
2022-04-10,Abril,2022,Gratuidad,3234
2022-04-11,Abril,2022,Prepago,58790
2022-04-11,Abril,2022,Gratuidad,6188
2022-04-12,Abril,2022,Prepago,68703
2022-04-12,Abril,2022,Gratuidad,5284
2022-04-13,Abril,2022,Prepago,57859
2022-04-13,Abril,2022,Gratuidad,5982
2022-04-14,Abril,2022,Prepago,37246
2022-04-14,Abril,2022,Gratuidad,3279
2022-04-15,Abril,2022,Prepago,28436
2022-04-15,Abril,2022,Gratuidad,2862
2022-04-16,Abril,2022,Prepago,34637
2022-04-16,Abril,2022,Gratuidad,3390
2022-04-17,Abril,2022,Prepago,25506
2022-04-17,Abril,2022,Gratuidad,2880
2022-04-18,Abril,2022,Prepago,59412
2022-04-18,Abril,2022,Gratuidad,5541
2022-04-19,Abril,2022,Prepago,61086
2022-04-19,Abril,2022,Gratuidad,5515
2022-04-20,Abril,2022,Prepago,68453
2022-04-20,Abril,2022,Gratuidad,4448
2022-04-21,Abril,2022,Prepago,60604
2022-04-21,Abril,2022,Gratuidad,6228
2022-04-22,Abril,2022,Prepago,63237
2022-04-22,Abril,2022,Gratuidad,5376
2022-04-23,Abril,2022,Prepago,45873
2022-04-23,Abril,2022,Gratuidad,4416
2022-04-24,Abril,2022,Prepago,30026
2022-04-24,Abril,2022,Gratuidad,2334
2022-04-25,Abril,2022,Prepago,70656
2022-04-25,Abril,2022,Gratuidad,6729
2022-04-26,Abril,2022,Prepago,70925
2022-04-26,Abril,2022,Gratuidad,6025
2022-04-27,Abril,2022,Prepago,71611
2022-04-27,Abril,2022,Gratuidad,6667
2022-04-28,Abril,2022,Prepago,71937
2022-04-28,Abril,2022,Gratuidad,5801
2022-04-29,Abril,2022,Prepago,73258
2022-04-29,Abril,2022,Gratuidad,5911
2022-04-30,Abril,2022,Prepago,55775
2022-04-30,Abril,2022,Gratuidad,4001
2022-05-01,Mayo,2022,Prepago,25754
2022-05-01,Mayo,2022,Gratuidad,2083
2022-05-02,Mayo,2022,Prepago,70976
2022-05-02,Mayo,2022,Gratuidad,5634
2022-05-03,Mayo,2022,Prepago,74303
2022-05-03,Mayo,2022,Gratuidad,7468
2022-05-04,Mayo,2022,Prepago,74675
2022-05-04,Mayo,2022,Gratuidad,5562
2022-05-05,Mayo,2022,Prepago,57284
2022-05-05,Mayo,2022,Gratuidad,5703
2022-05-06,Mayo,2022,Prepago,74754
2022-05-06,Mayo,2022,Gratuidad,6935
2022-05-07,Mayo,2022,Prepago,55008
2022-05-07,Mayo,2022,Gratuidad,4358
2022-05-08,Mayo,2022,Prepago,33006
2022-05-08,Mayo,2022,Gratuidad,3042
2022-05-09,Mayo,2022,Prepago,70508
2022-05-09,Mayo,2022,Gratuidad,6414
2022-05-10,Mayo,2022,Prepago,51971
2022-05-10,Mayo,2022,Gratuidad,4705
2022-05-11,Mayo,2022,Prepago,68649
2022-05-11,Mayo,2022,Gratuidad,6215
2022-05-12,Mayo,2022,Prepago,78604
2022-05-12,Mayo,2022,Gratuidad,5842
2022-05-13,Mayo,2022,Prepago,68603
2022-05-13,Mayo,2022,Gratuidad,5990
2022-05-14,Mayo,2022,Prepago,68186
2022-05-14,Mayo,2022,Gratuidad,4354
2022-05-15,Mayo,2022,Prepago,35509
2022-05-15,Mayo,2022,Gratuidad,2941
2022-05-16,Mayo,2022,Prepago,72060
2022-05-16,Mayo,2022,Gratuidad,5832
2022-05-17,Mayo,2022,Prepago,73469
2022-05-17,Mayo,2022,Gratuidad,6091
2022-05-18,Mayo,2022,Prepago,74824
2022-05-18,Mayo,2022,Gratuidad,6315
2022-05-19,Mayo,2022,Prepago,86248
2022-05-19,Mayo,2022,Gratuidad,6076
2022-05-20,Mayo,2022,Prepago,74665
2022-05-20,Mayo,2022,Gratuidad,6055
2022-05-21,Mayo,2022,Prepago,57096
2022-05-21,Mayo,2022,Gratuidad,4537
2022-05-22,Mayo,2022,Prepago,32227
2022-05-22,Mayo,2022,Gratuidad,3066
2022-05-23,Mayo,2022,Prepago,72002
2022-05-23,Mayo,2022,Gratuidad,6022
2022-05-24,Mayo,2022,Prepago,73659
2022-05-24,Mayo,2022,Gratuidad,5726
2022-05-25,Mayo,2022,Prepago,72728
2022-05-25,Mayo,2022,Gratuidad,5938
2022-05-26,Mayo,2022,Prepago,69623
2022-05-26,Mayo,2022,Gratuidad,6208
2022-05-27,Mayo,2022,Prepago,72435
2022-05-27,Mayo,2022,Gratuidad,6028
2022-05-28,Mayo,2022,Prepago,46968
2022-05-28,Mayo,2022,Gratuidad,4090
2022-05-29,Mayo,2022,Prepago,27103
2022-05-29,Mayo,2022,Gratuidad,2821
2022-05-30,Mayo,2022,Prepago,71911
2022-05-30,Mayo,2022,Gratuidad,5557
2022-05-31,Mayo,2022,Prepago,70785
2022-05-31,Mayo,2022,Gratuidad,6260
2022-06-01,Junio,2022,Prepago,73339
2022-06-01,Junio,2022,Gratuidad,6314
2022-06-02,Junio,2022,Prepago,60304
2022-06-02,Junio,2022,Gratuidad,4699
2022-06-03,Junio,2022,Prepago,76004
2022-06-03,Junio,2022,Gratuidad,6290
2022-06-04,Junio,2022,Prepago,47361
2022-06-04,Junio,2022,Gratuidad,4490
2022-06-05,Junio,2022,Prepago,27466
2022-06-05,Junio,2022,Gratuidad,2978
2022-06-06,Junio,2022,Prepago,74102
2022-06-06,Junio,2022,Gratuidad,6549
2022-06-07,Junio,2022,Prepago,73361
2022-06-07,Junio,2022,Gratuidad,6301
2022-06-08,Junio,2022,Prepago,76630
2022-06-08,Junio,2022,Gratuidad,6683
2022-06-09,Junio,2022,Prepago,72009
2022-06-09,Junio,2022,Gratuidad,5639
2022-06-10,Junio,2022,Prepago,72540
2022-06-10,Junio,2022,Gratuidad,6329
2022-06-11,Junio,2022,Prepago,48439
2022-06-11,Junio,2022,Gratuidad,3911
2022-06-12,Junio,2022,Prepago,27362
2022-06-12,Junio,2022,Gratuidad,3060
2022-06-13,Junio,2022,Prepago,73146
2022-06-13,Junio,2022,Gratuidad,6197
2022-06-14,Junio,2022,Prepago,67422
2022-06-14,Junio,2022,Gratuidad,6161
2022-06-15,Junio,2022,Prepago,69276
2022-06-15,Junio,2022,Gratuidad,5637
2022-06-16,Junio,2022,Prepago,72361
2022-06-16,Junio,2022,Gratuidad,6346
2022-06-17,Junio,2022,Prepago,73570
2022-06-17,Junio,2022,Gratuidad,6316
2022-06-18,Junio,2022,Prepago,51412
2022-06-18,Junio,2022,Gratuidad,4405
2022-06-19,Junio,2022,Prepago,31891
2022-06-19,Junio,2022,Gratuidad,2638
2022-06-20,Junio,2022,Prepago,68773
2022-06-20,Junio,2022,Gratuidad,6057
2022-06-21,Junio,2022,Prepago,68207
2022-06-21,Junio,2022,Gratuidad,6220
2022-06-22,Junio,2022,Prepago,67755
2022-06-22,Junio,2022,Gratuidad,5810
2022-06-23,Junio,2022,Prepago,66605
2022-06-23,Junio,2022,Gratuidad,5622
2022-06-24,Junio,2022,Prepago,68895
2022-06-24,Junio,2022,Gratuidad,6170
2022-06-25,Junio,2022,Prepago,50916
2022-06-25,Junio,2022,Gratuidad,4083
2022-06-26,Junio,2022,Prepago,29936
2022-06-26,Junio,2022,Gratuidad,2627
2022-06-27,Junio,2022,Prepago,65249
2022-06-27,Junio,2022,Gratuidad,5379
2022-06-28,Junio,2022,Prepago,65276
2022-06-28,Junio,2022,Gratuidad,5913
2022-06-29,Junio,2022,Prepago,65269
2022-06-29,Junio,2022,Gratuidad,4806
2022-06-30,Junio,2022,Prepago,64845
2022-06-30,Junio,2022,Gratuidad,6015
2022-07-01,Julio,2022,Prepago,64764
2022-07-01,Julio,2022,Gratuidad,6214
2022-07-02,Julio,2022,Prepago,49907
2022-07-02,Julio,2022,Gratuidad,4383
2022-07-03,Julio,2022,Prepago,26574
2022-07-03,Julio,2022,Gratuidad,2972
2022-07-04,Julio,2022,Prepago,57605
2022-07-04,Julio,2022,Gratuidad,5515
2022-07-05,Julio,2022,Prepago,66425
2022-07-05,Julio,2022,Gratuidad,5679
2022-07-06,Julio,2022,Prepago,62393
2022-07-06,Julio,2022,Gratuidad,5925
2022-07-07,Julio,2022,Prepago,60938
2022-07-07,Julio,2022,Gratuidad,5637
2022-07-08,Julio,2022,Prepago,60531
2022-07-08,Julio,2022,Gratuidad,5814
2022-07-09,Julio,2022,Prepago,46396
2022-07-09,Julio,2022,Gratuidad,3407
2022-07-10,Julio,2022,Prepago,26473
2022-07-10,Julio,2022,Gratuidad,3039
2022-07-11,Julio,2022,Prepago,59348
2022-07-11,Julio,2022,Gratuidad,5731
2022-07-12,Julio,2022,Prepago,60806
2022-07-12,Julio,2022,Gratuidad,6242
2022-07-13,Julio,2022,Prepago,65117
2022-07-13,Julio,2022,Gratuidad,5414
2022-07-14,Julio,2022,Prepago,58633
2022-07-14,Julio,2022,Gratuidad,5852
2022-07-15,Julio,2022,Prepago,65685
2022-07-15,Julio,2022,Gratuidad,5531
2022-07-16,Julio,2022,Prepago,33267
2022-07-16,Julio,2022,Gratuidad,3311
2022-07-17,Julio,2022,Prepago,26788
2022-07-17,Julio,2022,Gratuidad,3009
2022-07-18,Julio,2022,Prepago,57153
2022-07-18,Julio,2022,Gratuidad,5703
2022-07-19,Julio,2022,Prepago,59021
2022-07-19,Julio,2022,Gratuidad,5140
2022-07-20,Julio,2022,Prepago,58527
2022-07-20,Julio,2022,Gratuidad,5475
2022-07-21,Julio,2022,Prepago,58372
2022-07-21,Julio,2022,Gratuidad,5613
2022-07-22,Julio,2022,Prepago,58735
2022-07-22,Julio,2022,Gratuidad,5263
2022-07-23,Julio,2022,Prepago,48232
2022-07-23,Julio,2022,Gratuidad,4236
2022-07-24,Julio,2022,Prepago,27100
2022-07-24,Julio,2022,Gratuidad,3380
2022-07-25,Julio,2022,Prepago,57305
2022-07-25,Julio,2022,Gratuidad,5373
2022-07-26,Julio,2022,Prepago,59205
2022-07-26,Julio,2022,Gratuidad,5708
2022-07-27,Julio,2022,Prepago,59241
2022-07-27,Julio,2022,Gratuidad,5358
2022-07-28,Julio,2022,Prepago,58089
2022-07-28,Julio,2022,Gratuidad,6563
2022-07-29,Julio,2022,Prepago,59376
2022-07-29,Julio,2022,Gratuidad,5372
2022-07-30,Julio,2022,Prepago,47834
2022-07-30,Julio,2022,Gratuidad,4169
2022-07-31,Julio,2022,Prepago,27658
2022-07-31,Julio,2022,Gratuidad,2830
2022-08-01,Agosto,2022,Prepago,60344
2022-08-01,Agosto,2022,Gratuidad,6209
2022-08-02,Agosto,2022,Prepago,61268
2022-08-02,Agosto,2022,Gratuidad,6034
2022-08-03,Agosto,2022,Prepago,61753
2022-08-03,Agosto,2022,Gratuidad,6044
2022-08-04,Agosto,2022,Prepago,61105
2022-08-04,Agosto,2022,Gratuidad,5963
2022-08-05,Agosto,2022,Prepago,62989
2022-08-05,Agosto,2022,Gratuidad,6071
2022-08-06,Agosto,2022,Prepago,45564
2022-08-06,Agosto,2022,Gratuidad,4056
2022-08-07,Agosto,2022,Prepago,33145
2022-08-07,Agosto,2022,Gratuidad,3287
2022-08-08,Agosto,2022,Prepago,64668
2022-08-08,Agosto,2022,Gratuidad,5365
2022-08-09,Agosto,2022,Prepago,65965
2022-08-09,Agosto,2022,Gratuidad,5988
2022-08-10,Agosto,2022,Prepago,69476
2022-08-10,Agosto,2022,Gratuidad,6265
2022-08-11,Agosto,2022,Prepago,69499
2022-08-11,Agosto,2022,Gratuidad,6202
2022-08-12,Agosto,2022,Prepago,69348
2022-08-12,Agosto,2022,Gratuidad,5962
2022-08-13,Agosto,2022,Prepago,47405
2022-08-13,Agosto,2022,Gratuidad,3800
2022-08-14,Agosto,2022,Prepago,34058
2022-08-14,Agosto,2022,Gratuidad,2875
2022-08-15,Agosto,2022,Prepago,73772
2022-08-15,Agosto,2022,Gratuidad,6461
2022-08-16,Agosto,2022,Prepago,75813
2022-08-16,Agosto,2022,Gratuidad,6199
2022-08-17,Agosto,2022,Prepago,78709
2022-08-17,Agosto,2022,Gratuidad,6080
2022-08-18,Agosto,2022,Prepago,75416
2022-08-18,Agosto,2022,Gratuidad,5267
2022-08-19,Agosto,2022,Prepago,83727
2022-08-19,Agosto,2022,Gratuidad,5647
2022-08-20,Agosto,2022,Prepago,58164
2022-08-20,Agosto,2022,Gratuidad,4067
2022-08-21,Agosto,2022,Prepago,30291
2022-08-21,Agosto,2022,Gratuidad,3258
2022-08-22,Agosto,2022,Prepago,76515
2022-08-22,Agosto,2022,Gratuidad,5757
2022-08-23,Agosto,2022,Prepago,77759
2022-08-23,Agosto,2022,Gratuidad,5823
2022-08-24,Agosto,2022,Prepago,78919
2022-08-24,Agosto,2022,Gratuidad,6559
2022-08-25,Agosto,2022,Prepago,76449
2022-08-25,Agosto,2022,Gratuidad,5822
2022-08-26,Agosto,2022,Prepago,77075
2022-08-26,Agosto,2022,Gratuidad,5898
2022-08-27,Agosto,2022,Prepago,55922
2022-08-27,Agosto,2022,Gratuidad,4448
2022-08-28,Agosto,2022,Prepago,30252
2022-08-28,Agosto,2022,Gratuidad,3071
2022-08-29,Agosto,2022,Prepago,81846
2022-08-29,Agosto,2022,Gratuidad,5157
2022-08-30,Agosto,2022,Prepago,84673
2022-08-30,Agosto,2022,Gratuidad,5669
2022-08-31,Agosto,2022,Prepago,84321
2022-08-31,Agosto,2022,Gratuidad,5828
2022-09-01,Septiembre,2022,Prepago,83988
2022-09-01,Septiembre,2022,Gratuidad,6523
2022-09-02,Septiembre,2022,Prepago,80951
2022-09-02,Septiembre,2022,Gratuidad,6240
2022-09-03,Septiembre,2022,Prepago,55277
2022-09-03,Septiembre,2022,Gratuidad,4649
2022-09-04,Septiembre,2022,Prepago,28666
2022-09-04,Septiembre,2022,Gratuidad,2885
2022-09-05,Septiembre,2022,Prepago,85243
2022-09-05,Septiembre,2022,Gratuidad,6236
2022-09-06,Septiembre,2022,Prepago,88234
2022-09-06,Septiembre,2022,Gratuidad,5247
2022-09-07,Septiembre,2022,Prepago,82896
2022-09-07,Septiembre,2022,Gratuidad,6324
2022-09-08,Septiembre,2022,Prepago,81471
2022-09-08,Septiembre,2022,Gratuidad,5073
2022-09-09,Septiembre,2022,Prepago,82823
2022-09-09,Septiembre,2022,Gratuidad,6417
2022-09-10,Septiembre,2022,Prepago,48293
2022-09-10,Septiembre,2022,Gratuidad,4194
2022-09-11,Septiembre,2022,Prepago,32191
2022-09-11,Septiembre,2022,Gratuidad,3605
2022-09-12,Septiembre,2022,Prepago,84065
2022-09-12,Septiembre,2022,Gratuidad,5718
2022-09-13,Septiembre,2022,Prepago,78854
2022-09-13,Septiembre,2022,Gratuidad,5146
2022-09-14,Septiembre,2022,Prepago,92797
2022-09-14,Septiembre,2022,Gratuidad,5636
2022-09-15,Septiembre,2022,Prepago,73333
2022-09-15,Septiembre,2022,Gratuidad,4635
2022-09-16,Septiembre,2022,Prepago,25760
2022-09-16,Septiembre,2022,Gratuidad,2286
2022-09-17,Septiembre,2022,Prepago,56450
2022-09-17,Septiembre,2022,Gratuidad,4091
2022-09-18,Septiembre,2022,Prepago,26892
2022-09-18,Septiembre,2022,Gratuidad,2674
2022-09-19,Septiembre,2022,Prepago,76228
2022-09-19,Septiembre,2022,Gratuidad,5078
2022-09-20,Septiembre,2022,Prepago,83263
2022-09-20,Septiembre,2022,Gratuidad,5870
2022-09-21,Septiembre,2022,Prepago,82642
2022-09-21,Septiembre,2022,Gratuidad,6009
2022-09-22,Septiembre,2022,Prepago,72526
2022-09-22,Septiembre,2022,Gratuidad,5414
2022-09-23,Septiembre,2022,Prepago,75204
2022-09-23,Septiembre,2022,Gratuidad,5550
2022-09-24,Septiembre,2022,Prepago,47427
2022-09-24,Septiembre,2022,Gratuidad,4048
2022-09-25,Septiembre,2022,Prepago,29379
2022-09-25,Septiembre,2022,Gratuidad,2830
2022-09-26,Septiembre,2022,Prepago,81894
2022-09-26,Septiembre,2022,Gratuidad,5310
2022-09-27,Septiembre,2022,Prepago,83482
2022-09-27,Septiembre,2022,Gratuidad,5013
2022-09-28,Septiembre,2022,Prepago,79309
2022-09-28,Septiembre,2022,Gratuidad,5580
2022-09-29,Septiembre,2022,Prepago,77589
2022-09-29,Septiembre,2022,Gratuidad,4946
2022-09-30,Septiembre,2022,Prepago,80310
2022-09-30,Septiembre,2022,Gratuidad,5672
2022-10-01,Octubre,2022,Prepago,56174
2022-10-01,Octubre,2022,Gratuidad,4594
2022-10-02,Octubre,2022,Prepago,30513
2022-10-02,Octubre,2022,Gratuidad,3080
2022-10-03,Octubre,2022,Prepago,79029
2022-10-03,Octubre,2022,Gratuidad,5480
2022-10-04,Octubre,2022,Prepago,79576
2022-10-04,Octubre,2022,Gratuidad,5389
2022-10-05,Octubre,2022,Prepago,91633
2022-10-05,Octubre,2022,Gratuidad,5639
2022-10-06,Octubre,2022,Prepago,77069
2022-10-06,Octubre,2022,Gratuidad,4887
2022-10-07,Octubre,2022,Prepago,80494
2022-10-07,Octubre,2022,Gratuidad,5706
2022-10-08,Octubre,2022,Prepago,52298
2022-10-08,Octubre,2022,Gratuidad,4442
2022-10-09,Octubre,2022,Prepago,28348
2022-10-09,Octubre,2022,Gratuidad,2813
2022-10-10,Octubre,2022,Prepago,78496
2022-10-10,Octubre,2022,Gratuidad,5861
2022-10-11,Octubre,2022,Prepago,79172
2022-10-11,Octubre,2022,Gratuidad,6630
2022-10-12,Octubre,2022,Prepago,80473
2022-10-12,Octubre,2022,Gratuidad,5680
2022-10-13,Octubre,2022,Prepago,78657
2022-10-13,Octubre,2022,Gratuidad,6723
2022-10-14,Octubre,2022,Prepago,81895
2022-10-14,Octubre,2022,Gratuidad,4852
2022-10-15,Octubre,2022,Prepago,64765
2022-10-15,Octubre,2022,Gratuidad,4683
2022-10-16,Octubre,2022,Prepago,31795
2022-10-16,Octubre,2022,Gratuidad,3025
2022-10-17,Octubre,2022,Prepago,81950
2022-10-17,Octubre,2022,Gratuidad,6601
2022-10-18,Octubre,2022,Prepago,79389
2022-10-18,Octubre,2022,Gratuidad,5177
2022-10-19,Octubre,2022,Prepago,80177
2022-10-19,Octubre,2022,Gratuidad,5904
2022-10-20,Octubre,2022,Prepago,82423
2022-10-20,Octubre,2022,Gratuidad,5547
2022-10-21,Octubre,2022,Prepago,84003
2022-10-21,Octubre,2022,Gratuidad,6788
2022-10-22,Octubre,2022,Prepago,66074
