fecha,mes,anio,linea,tipo_pago,afluencia
2021-01-06,Enero,2021,Línea 1,Gratuidad,9120
2021-01-06,Enero,2021,Línea 2,Prepago,73551
2021-01-06,Enero,2021,Línea 2,Gratuidad,5972
2021-01-06,Enero,2021,Línea 3,Prepago,58034
2021-01-06,Enero,2021,Línea 3,Gratuidad,6924
2021-01-06,Enero,2021,Línea 4,Prepago,28982
2021-01-06,Enero,2021,Línea 4,Gratuidad,1713
2021-01-06,Enero,2021,Línea 5,Prepago,79062
2021-01-06,Enero,2021,Línea 5,Gratuidad,9648
2021-01-06,Enero,2021,Línea 6,Prepago,75390
2021-01-06,Enero,2021,Línea 6,Gratuidad,7280
2021-01-06,Enero,2021,Línea 7,Prepago,56869
2021-01-06,Enero,2021,Línea 7,Gratuidad,786
2021-01-07,Enero,2021,Línea 1,Prepago,161167
2021-01-07,Enero,2021,Línea 1,Gratuidad,9322
2021-01-07,Enero,2021,Línea 2,Prepago,76694
2021-01-07,Enero,2021,Línea 2,Gratuidad,5754
2021-01-07,Enero,2021,Línea 3,Prepago,59077
2021-01-07,Enero,2021,Línea 3,Gratuidad,6646
2021-01-07,Enero,2021,Línea 4,Prepago,26368
2021-01-07,Enero,2021,Línea 4,Gratuidad,1690
2021-01-07,Enero,2021,Línea 5,Prepago,82544
2021-01-07,Enero,2021,Línea 5,Gratuidad,9427
2021-01-07,Enero,2021,Línea 6,Prepago,78273
2021-01-07,Enero,2021,Línea 6,Gratuidad,7172
2021-01-07,Enero,2021,Línea 7,Prepago,55055
2021-01-07,Enero,2021,Línea 7,Gratuidad,812
2021-01-08,Enero,2021,Línea 1,Prepago,179232
2021-01-08,Enero,2021,Línea 1,Gratuidad,9301
2021-01-08,Enero,2021,Línea 2,Prepago,80388
2021-01-08,Enero,2021,Línea 2,Gratuidad,6113
2021-01-08,Enero,2021,Línea 3,Prepago,64297
2021-01-08,Enero,2021,Línea 3,Gratuidad,6741
2021-01-08,Enero,2021,Línea 4,Prepago,33538
2021-01-08,Enero,2021,Línea 4,Gratuidad,1657
2021-01-08,Enero,2021,Línea 5,Prepago,86905
2021-01-08,Enero,2021,Línea 5,Gratuidad,9359
2021-01-08,Enero,2021,Línea 6,Prepago,83533
2021-01-08,Enero,2021,Línea 6,Gratuidad,7006
2021-01-08,Enero,2021,Línea 7,Prepago,59654
2021-01-08,Enero,2021,Línea 7,Gratuidad,1130
2021-01-09,Enero,2021,Línea 1,Prepago,204550
2021-01-09,Enero,2021,Línea 1,Gratuidad,10651
2021-01-09,Enero,2021,Línea 2,Prepago,84690
2021-01-09,Enero,2021,Línea 2,Gratuidad,5723
2021-01-09,Enero,2021,Línea 3,Prepago,82579
2021-01-09,Enero,2021,Línea 3,Gratuidad,7936
2021-01-09,Enero,2021,Línea 4,Prepago,50885
2021-01-09,Enero,2021,Línea 4,Gratuidad,2194
2021-01-09,Enero,2021,Línea 5,Prepago,80932
2021-01-09,Enero,2021,Línea 5,Gratuidad,8760
2021-01-09,Enero,2021,Línea 6,Prepago,88426
2021-01-09,Enero,2021,Línea 6,Gratuidad,6434
2021-01-09,Enero,2021,Línea 7,Prepago,73714
2021-01-09,Enero,2021,Línea 7,Gratuidad,1086
2021-01-10,Enero,2021,Línea 1,Prepago,125488
2021-01-10,Enero,2021,Línea 1,Gratuidad,7379
2021-01-10,Enero,2021,Línea 2,Prepago,56030
2021-01-10,Enero,2021,Línea 2,Gratuidad,4375
2021-01-10,Enero,2021,Línea 3,Prepago,50644
2021-01-10,Enero,2021,Línea 3,Gratuidad,5352
2021-01-10,Enero,2021,Línea 4,Prepago,22309
2021-01-10,Enero,2021,Línea 4,Gratuidad,1653
2021-01-10,Enero,2021,Línea 5,Prepago,59441
2021-01-10,Enero,2021,Línea 5,Gratuidad,7130
2021-01-10,Enero,2021,Línea 6,Prepago,57260
2021-01-10,Enero,2021,Línea 6,Gratuidad,4915
2021-01-10,Enero,2021,Línea 7,Prepago,45865
2021-01-10,Enero,2021,Línea 7,Gratuidad,1017
2021-01-11,Enero,2021,Línea 1,Prepago,301556
2021-01-11,Enero,2021,Línea 1,Gratuidad,13711
2021-01-11,Enero,2021,Línea 2,Prepago,107512
2021-01-11,Enero,2021,Línea 2,Gratuidad,7249
2021-01-11,Enero,2021,Línea 3,Prepago,106787
2021-01-11,Enero,2021,Línea 3,Gratuidad,9925
2021-01-11,Enero,2021,Línea 4,Prepago,49256
2021-01-11,Enero,2021,Línea 4,Gratuidad,2376
2021-01-11,Enero,2021,Línea 5,Prepago,103956
2021-01-11,Enero,2021,Línea 5,Gratuidad,10397
2021-01-11,Enero,2021,Línea 6,Prepago,128653
2021-01-11,Enero,2021,Línea 6,Gratuidad,8498
2021-01-11,Enero,2021,Línea 7,Prepago,105293
2021-01-11,Enero,2021,Línea 7,Gratuidad,1509
2021-01-12,Enero,2021,Línea 1,Prepago,278788
2021-01-12,Enero,2021,Línea 1,Gratuidad,12843
2021-01-12,Enero,2021,Línea 2,Prepago,103292
2021-01-12,Enero,2021,Línea 2,Gratuidad,6732
2021-01-12,Enero,2021,Línea 3,Prepago,94879
2021-01-12,Enero,2021,Línea 3,Gratuidad,8542
2021-01-12,Enero,2021,Línea 4,Prepago,47559
2021-01-12,Enero,2021,Línea 4,Gratuidad,2532
2021-01-12,Enero,2021,Línea 5,Prepago,99472
2021-01-12,Enero,2021,Línea 5,Gratuidad,9881
2021-01-12,Enero,2021,Línea 6,Prepago,95073
2021-01-12,Enero,2021,Línea 6,Gratuidad,7731
2021-01-12,Enero,2021,Línea 7,Prepago,104247
2021-01-12,Enero,2021,Línea 7,Gratuidad,1316
2021-01-13,Enero,2021,Línea 1,Prepago,279403
2021-01-13,Enero,2021,Línea 1,Gratuidad,13538
2021-01-13,Enero,2021,Línea 2,Prepago,100273
2021-01-13,Enero,2021,Línea 2,Gratuidad,6644
2021-01-13,Enero,2021,Línea 3,Prepago,95888
2021-01-13,Enero,2021,Línea 3,Gratuidad,8408
2021-01-13,Enero,2021,Línea 4,Prepago,51637
2021-01-13,Enero,2021,Línea 4,Gratuidad,2411
2021-01-13,Enero,2021,Línea 5,Prepago,89830
2021-01-13,Enero,2021,Línea 5,Gratuidad,9668
2021-01-13,Enero,2021,Línea 6,Prepago,92781
2021-01-13,Enero,2021,Línea 6,Gratuidad,7514
2021-01-13,Enero,2021,Línea 7,Prepago,103911
2021-01-13,Enero,2021,Línea 7,Gratuidad,1537
2021-01-14,Enero,2021,Línea 1,Prepago,281825
2021-01-14,Enero,2021,Línea 1,Gratuidad,12663
2021-01-14,Enero,2021,Línea 2,Prepago,100109
2021-01-14,Enero,2021,Línea 2,Gratuidad,6687
2021-01-14,Enero,2021,Línea 3,Prepago,98348
2021-01-14,Enero,2021,Línea 3,Gratuidad,7861
2021-01-14,Enero,2021,Línea 4,Prepago,49843
2021-01-14,Enero,2021,Línea 4,Gratuidad,2454
2021-01-14,Enero,2021,Línea 5,Prepago,93138
2021-01-14,Enero,2021,Línea 5,Gratuidad,9462
2021-01-14,Enero,2021,Línea 6,Prepago,95527
2021-01-14,Enero,2021,Línea 6,Gratuidad,7165
2021-01-14,Enero,2021,Línea 7,Prepago,100580
2021-01-14,Enero,2021,Línea 7,Gratuidad,1336
2021-01-15,Enero,2021,Línea 1,Prepago,302225
2021-01-15,Enero,2021,Línea 1,Gratuidad,13929
2021-01-15,Enero,2021,Línea 2,Prepago,108081
2021-01-15,Enero,2021,Línea 2,Gratuidad,7239
2021-01-15,Enero,2021,Línea 3,Prepago,104867
2021-01-15,Enero,2021,Línea 3,Gratuidad,8839
2021-01-15,Enero,2021,Línea 4,Prepago,56341
2021-01-15,Enero,2021,Línea 4,Gratuidad,2635
2021-01-15,Enero,2021,Línea 5,Prepago,100295
2021-01-15,Enero,2021,Línea 5,Gratuidad,10743
2021-01-15,Enero,2021,Línea 6,Prepago,96387
2021-01-15,Enero,2021,Línea 6,Gratuidad,8336
2021-01-15,Enero,2021,Línea 7,Prepago,103845
2021-01-15,Enero,2021,Línea 7,Gratuidad,1233
2021-01-16,Enero,2021,Línea 1,Prepago,199924
2021-01-16,Enero,2021,Línea 1,Gratuidad,10730
2021-01-16,Enero,2021,Línea 2,Prepago,81026
2021-01-16,Enero,2021,Línea 2,Gratuidad,5480
2021-01-16,Enero,2021,Línea 3,Prepago,80654
2021-01-16,Enero,2021,Línea 3,Gratuidad,6382
2021-01-16,Enero,2021,Línea 4,Prepago,52864
2021-01-16,Enero,2021,Línea 4,Gratuidad,2291
2021-01-16,Enero,2021,Línea 5,Prepago,77553
2021-01-16,Enero,2021,Línea 5,Gratuidad,8585
2021-01-16,Enero,2021,Línea 6,Prepago,72418
2021-01-16,Enero,2021,Línea 6,Gratuidad,5948
2021-01-16,Enero,2021,Línea 7,Prepago,79877
2021-01-16,Enero,2021,Línea 7,Gratuidad,1259
2021-01-17,Enero,2021,Línea 1,Prepago,116272
2021-01-17,Enero,2021,Línea 1,Gratuidad,7548
2021-01-17,Enero,2021,Línea 2,Prepago,47806
2021-01-17,Enero,2021,Línea 2,Gratuidad,3947
2021-01-17,Enero,2021,Línea 3,Prepago,51616
2021-01-17,Enero,2021,Línea 3,Gratuidad,4347
2021-01-17,Enero,2021,Línea 4,Prepago,21593
2021-01-17,Enero,2021,Línea 4,Gratuidad,1582
2021-01-17,Enero,2021,Línea 5,Prepago,59845
2021-01-17,Enero,2021,Línea 5,Gratuidad,6616
2021-01-17,Enero,2021,Línea 6,Prepago,50428
2021-01-17,Enero,2021,Línea 6,Gratuidad,3392
2021-01-17,Enero,2021,Línea 7,Prepago,46231
2021-01-17,Enero,2021,Línea 7,Gratuidad,867
2021-01-18,Enero,2021,Línea 1,Prepago,296673
2021-01-18,Enero,2021,Línea 1,Gratuidad,14322
2021-01-18,Enero,2021,Línea 2,Prepago,105022
2021-01-18,Enero,2021,Línea 2,Gratuidad,7379
2021-01-18,Enero,2021,Línea 3,Prepago,104114
2021-01-18,Enero,2021,Línea 3,Gratuidad,8432
2021-01-18,Enero,2021,Línea 4,Prepago,54700
2021-01-18,Enero,2021,Línea 4,Gratuidad,2461
2021-01-18,Enero,2021,Línea 5,Prepago,91462
2021-01-18,Enero,2021,Línea 5,Gratuidad,10448
2021-01-18,Enero,2021,Línea 6,Prepago,96162
2021-01-18,Enero,2021,Línea 6,Gratuidad,8078
2021-01-18,Enero,2021,Línea 7,Prepago,108214
2021-01-18,Enero,2021,Línea 7,Gratuidad,1342
2021-01-19,Enero,2021,Línea 1,Prepago,287101
2021-01-19,Enero,2021,Línea 1,Gratuidad,13634
2021-01-19,Enero,2021,Línea 2,Prepago,105142
2021-01-19,Enero,2021,Línea 2,Gratuidad,7037
2021-01-19,Enero,2021,Línea 3,Prepago,103798
2021-01-19,Enero,2021,Línea 3,Gratuidad,7843
2021-01-19,Enero,2021,Línea 4,Prepago,53972
2021-01-19,Enero,2021,Línea 4,Gratuidad,2503
2021-01-19,Enero,2021,Línea 5,Prepago,96071
2021-01-19,Enero,2021,Línea 5,Gratuidad,10035
2021-01-19,Enero,2021,Línea 6,Prepago,92673
2021-01-19,Enero,2021,Línea 6,Gratuidad,7984
2021-01-19,Enero,2021,Línea 7,Prepago,102480
2021-01-19,Enero,2021,Línea 7,Gratuidad,1389
2021-01-20,Enero,2021,Línea 1,Prepago,289947
2021-01-20,Enero,2021,Línea 1,Gratuidad,13310
2021-01-20,Enero,2021,Línea 2,Prepago,104972
2021-01-20,Enero,2021,Línea 2,Gratuidad,6814
2021-01-20,Enero,2021,Línea 3,Prepago,103962
2021-01-20,Enero,2021,Línea 3,Gratuidad,7350
2021-01-20,Enero,2021,Línea 4,Prepago,51585
2021-01-20,Enero,2021,Línea 4,Gratuidad,2183
2021-01-20,Enero,2021,Línea 5,Prepago,97684
2021-01-20,Enero,2021,Línea 5,Gratuidad,10080
2021-01-20,Enero,2021,Línea 6,Prepago,94988
2021-01-20,Enero,2021,Línea 6,Gratuidad,7752
2021-01-20,Enero,2021,Línea 7,Prepago,102965
2021-01-20,Enero,2021,Línea 7,Gratuidad,1372
2021-01-21,Enero,2021,Línea 1,Prepago,283476
2021-01-21,Enero,2021,Línea 1,Gratuidad,13481
2021-01-21,Enero,2021,Línea 2,Prepago,104346
2021-01-21,Enero,2021,Línea 2,Gratuidad,6749
2021-01-21,Enero,2021,Línea 3,Prepago,103282
2021-01-21,Enero,2021,Línea 3,Gratuidad,6843
2021-01-21,Enero,2021,Línea 4,Prepago,52874
2021-01-21,Enero,2021,Línea 4,Gratuidad,2444
2021-01-21,Enero,2021,Línea 5,Prepago,87948
2021-01-21,Enero,2021,Línea 5,Gratuidad,9873
2021-01-21,Enero,2021,Línea 6,Prepago,96191
2021-01-21,Enero,2021,Línea 6,Gratuidad,7789
2021-01-21,Enero,2021,Línea 7,Prepago,103319
2021-01-21,Enero,2021,Línea 7,Gratuidad,1162
2021-01-22,Enero,2021,Línea 1,Prepago,307733
2021-01-22,Enero,2021,Línea 1,Gratuidad,13508
2021-01-22,Enero,2021,Línea 2,Prepago,105406
2021-01-22,Enero,2021,Línea 2,Gratuidad,6855
2021-01-22,Enero,2021,Línea 3,Prepago,104958
2021-01-22,Enero,2021,Línea 3,Gratuidad,7166
2021-01-22,Enero,2021,Línea 4,Prepago,54551
2021-01-22,Enero,2021,Línea 4,Gratuidad,2276
2021-01-22,Enero,2021,Línea 5,Prepago,100050
2021-01-22,Enero,2021,Línea 5,Gratuidad,10039
2021-01-22,Enero,2021,Línea 6,Prepago,89215
2021-01-22,Enero,2021,Línea 6,Gratuidad,7580
2021-01-22,Enero,2021,Línea 7,Prepago,102385
2021-01-22,Enero,2021,Línea 7,Gratuidad,1255
2021-01-23,Enero,2021,Línea 1,Prepago,194418
2021-01-23,Enero,2021,Línea 1,Gratuidad,9877
2021-01-23,Enero,2021,Línea 2,Prepago,80276
2021-01-23,Enero,2021,Línea 2,Gratuidad,5402
2021-01-23,Enero,2021,Línea 3,Prepago,80572
2021-01-23,Enero,2021,Línea 3,Gratuidad,5274
2021-01-23,Enero,2021,Línea 4,Prepago,51840
2021-01-23,Enero,2021,Línea 4,Gratuidad,2128
2021-01-23,Enero,2021,Línea 5,Prepago,77634
2021-01-23,Enero,2021,Línea 5,Gratuidad,8498
2021-01-23,Enero,2021,Línea 6,Prepago,73624
2021-01-23,Enero,2021,Línea 6,Gratuidad,5450
2021-01-23,Enero,2021,Línea 7,Prepago,76436
2021-01-23,Enero,2021,Línea 7,Gratuidad,1017
2021-01-24,Enero,2021,Línea 1,Prepago,121941
2021-01-24,Enero,2021,Línea 1,Gratuidad,7168
2021-01-24,Enero,2021,Línea 2,Prepago,47733
2021-01-24,Enero,2021,Línea 2,Gratuidad,4153
2021-01-24,Enero,2021,Línea 3,Prepago,48017
2021-01-24,Enero,2021,Línea 3,Gratuidad,3946
2021-01-24,Enero,2021,Línea 4,Prepago,22857
2021-01-24,Enero,2021,Línea 4,Gratuidad,1504
2021-01-24,Enero,2021,Línea 5,Prepago,55275
2021-01-24,Enero,2021,Línea 5,Gratuidad,6715
2021-01-24,Enero,2021,Línea 6,Prepago,46406
2021-01-24,Enero,2021,Línea 6,Gratuidad,4143
2021-01-24,Enero,2021,Línea 7,Prepago,42915
2021-01-24,Enero,2021,Línea 7,Gratuidad,892
2021-01-25,Enero,2021,Línea 1,Prepago,285213
2021-01-25,Enero,2021,Línea 1,Gratuidad,12687
2021-01-25,Enero,2021,Línea 2,Prepago,99879
2021-01-25,Enero,2021,Línea 2,Gratuidad,6739
2021-01-25,Enero,2021,Línea 3,Prepago,101678
2021-01-25,Enero,2021,Línea 3,Gratuidad,6442
2021-01-25,Enero,2021,Línea 4,Prepago,44925
2021-01-25,Enero,2021,Línea 4,Gratuidad,2080
2021-01-25,Enero,2021,Línea 5,Prepago,90629
2021-01-25,Enero,2021,Línea 5,Gratuidad,10087
2021-01-25,Enero,2021,Línea 6,Prepago,94965
2021-01-25,Enero,2021,Línea 6,Gratuidad,7704
2021-01-25,Enero,2021,Línea 7,Prepago,88212
2021-01-25,Enero,2021,Línea 7,Gratuidad,1033
2021-01-26,Enero,2021,Línea 1,Prepago,273820
2021-01-26,Enero,2021,Línea 1,Gratuidad,12186
2021-01-26,Enero,2021,Línea 2,Prepago,100868
2021-01-26,Enero,2021,Línea 2,Gratuidad,6649
2021-01-26,Enero,2021,Línea 3,Prepago,101213
2021-01-26,Enero,2021,Línea 3,Gratuidad,6007
2021-01-26,Enero,2021,Línea 4,Prepago,43736
2021-01-26,Enero,2021,Línea 4,Gratuidad,1758
2021-01-26,Enero,2021,Línea 5,Prepago,93628
2021-01-26,Enero,2021,Línea 5,Gratuidad,9894
2021-01-26,Enero,2021,Línea 6,Prepago,92560
2021-01-26,Enero,2021,Línea 6,Gratuidad,7122
2021-01-26,Enero,2021,Línea 7,Prepago,91283
2021-01-26,Enero,2021,Línea 7,Gratuidad,1021
2021-01-27,Enero,2021,Línea 1,Prepago,275224
2021-01-27,Enero,2021,Línea 1,Gratuidad,13004
2021-01-27,Enero,2021,Línea 2,Prepago,98400
2021-01-27,Enero,2021,Línea 2,Gratuidad,6609
2021-01-27,Enero,2021,Línea 3,Prepago,104392
2021-01-27,Enero,2021,Línea 3,Gratuidad,5723
2021-01-27,Enero,2021,Línea 4,Prepago,43340
2021-01-27,Enero,2021,Línea 4,Gratuidad,1622
2021-01-27,Enero,2021,Línea 5,Prepago,94928
2021-01-27,Enero,2021,Línea 5,Gratuidad,9965
2021-01-27,Enero,2021,Línea 6,Prepago,91862
2021-01-27,Enero,2021,Línea 6,Gratuidad,7482
2021-01-27,Enero,2021,Línea 7,Prepago,89816
2021-01-27,Enero,2021,Línea 7,Gratuidad,1057
2021-01-28,Enero,2021,Línea 1,Prepago,278339
2021-01-28,Enero,2021,Línea 1,Gratuidad,12726
2021-01-28,Enero,2021,Línea 2,Prepago,100646
2021-01-28,Enero,2021,Línea 2,Gratuidad,6458
2021-01-28,Enero,2021,Línea 3,Prepago,103387
2021-01-28,Enero,2021,Línea 3,Gratuidad,5507
2021-01-28,Enero,2021,Línea 4,Prepago,40546
2021-01-28,Enero,2021,Línea 4,Gratuidad,1813
2021-01-28,Enero,2021,Línea 5,Prepago,93698
2021-01-28,Enero,2021,Línea 5,Gratuidad,9755
2021-01-28,Enero,2021,Línea 6,Prepago,92110
2021-01-28,Enero,2021,Línea 6,Gratuidad,7456
2021-01-28,Enero,2021,Línea 7,Prepago,88255
2021-01-28,Enero,2021,Línea 7,Gratuidad,1245
2021-01-29,Enero,2021,Línea 1,Prepago,293664
2021-01-29,Enero,2021,Línea 1,Gratuidad,12972
2021-01-29,Enero,2021,Línea 2,Prepago,99823
2021-01-29,Enero,2021,Línea 2,Gratuidad,6850
2021-01-29,Enero,2021,Línea 3,Prepago,108825
2021-01-29,Enero,2021,Línea 3,Gratuidad,5843
2021-01-29,Enero,2021,Línea 4,Prepago,49049
2021-01-29,Enero,2021,Línea 4,Gratuidad,1886
2021-01-29,Enero,2021,Línea 5,Prepago,94433
2021-01-29,Enero,2021,Línea 5,Gratuidad,10055
2021-01-29,Enero,2021,Línea 6,Prepago,94117
2021-01-29,Enero,2021,Línea 6,Gratuidad,7827
2021-01-29,Enero,2021,Línea 7,Prepago,88622
2021-01-29,Enero,2021,Línea 7,Gratuidad,1176
2021-01-30,Enero,2021,Línea 1,Prepago,203333
2021-01-30,Enero,2021,Línea 1,Gratuidad,10060
2021-01-30,Enero,2021,Línea 2,Prepago,75473
2021-01-30,Enero,2021,Línea 2,Gratuidad,5336
2021-01-30,Enero,2021,Línea 3,Prepago,84481
2021-01-30,Enero,2021,Línea 3,Gratuidad,4485
2021-01-30,Enero,2021,Línea 4,Prepago,47809
2021-01-30,Enero,2021,Línea 4,Gratuidad,1797
2021-01-30,Enero,2021,Línea 5,Prepago,79516
2021-01-30,Enero,2021,Línea 5,Gratuidad,8351
2021-01-30,Enero,2021,Línea 6,Prepago,75445
2021-01-30,Enero,2021,Línea 6,Gratuidad,5783
2021-01-30,Enero,2021,Línea 7,Prepago,68307
2021-01-30,Enero,2021,Línea 7,Gratuidad,936
2021-01-31,Enero,2021,Línea 1,Prepago,122449
2021-01-31,Enero,2021,Línea 1,Gratuidad,7483
2021-01-31,Enero,2021,Línea 2,Prepago,46897
2021-01-31,Enero,2021,Línea 2,Gratuidad,3905
2021-01-31,Enero,2021,Línea 3,Prepago,48793
2021-01-31,Enero,2021,Línea 3,Gratuidad,3305
2021-01-31,Enero,2021,Línea 4,Prepago,20665
2021-01-31,Enero,2021,Línea 4,Gratuidad,1349
2021-01-31,Enero,2021,Línea 5,Prepago,54723
2021-01-31,Enero,2021,Línea 5,Gratuidad,6642
2021-01-31,Enero,2021,Línea 6,Prepago,42700
2021-01-31,Enero,2021,Línea 6,Gratuidad,4248
2021-01-31,Enero,2021,Línea 7,Prepago,42027
2021-01-31,Enero,2021,Línea 7,Gratuidad,632
2021-02-01,Febrero,2021,Línea 1,Prepago,126432
2021-02-01,Febrero,2021,Línea 1,Gratuidad,7352
2021-02-01,Febrero,2021,Línea 2,Prepago,59277
2021-02-01,Febrero,2021,Línea 2,Gratuidad,4750
2021-02-01,Febrero,2021,Línea 3,Prepago,52947
2021-02-01,Febrero,2021,Línea 3,Gratuidad,3048
2021-02-01,Febrero,2021,Línea 4,Prepago,34320
2021-02-01,Febrero,2021,Línea 4,Gratuidad,1489
2021-02-01,Febrero,2021,Línea 5,Prepago,69363
2021-02-01,Febrero,2021,Línea 5,Gratuidad,7656
2021-02-01,Febrero,2021,Línea 6,Prepago,58694
2021-02-01,Febrero,2021,Línea 6,Gratuidad,5556
2021-02-01,Febrero,2021,Línea 7,Prepago,53323
2021-02-01,Febrero,2021,Línea 7,Gratuidad,729
2021-02-02,Febrero,2021,Línea 1,Prepago,236739
2021-02-02,Febrero,2021,Línea 1,Gratuidad,11683
2021-02-02,Febrero,2021,Línea 2,Prepago,98359
2021-02-02,Febrero,2021,Línea 2,Gratuidad,7252
2021-02-02,Febrero,2021,Línea 3,Prepago,85659
2021-02-02,Febrero,2021,Línea 3,Gratuidad,5561
2021-02-02,Febrero,2021,Línea 4,Prepago,42684
2021-02-02,Febrero,2021,Línea 4,Gratuidad,1997
2021-02-02,Febrero,2021,Línea 5,Prepago,95369
2021-02-02,Febrero,2021,Línea 5,Gratuidad,10659
2021-02-02,Febrero,2021,Línea 6,Prepago,91945
2021-02-02,Febrero,2021,Línea 6,Gratuidad,8367
2021-02-02,Febrero,2021,Línea 7,Prepago,85793
2021-02-02,Febrero,2021,Línea 7,Gratuidad,1062
2021-02-03,Febrero,2021,Línea 1,Prepago,225881
2021-02-03,Febrero,2021,Línea 1,Gratuidad,11380
2021-02-03,Febrero,2021,Línea 2,Prepago,96939
2021-02-03,Febrero,2021,Línea 2,Gratuidad,6866
2021-02-03,Febrero,2021,Línea 3,Prepago,84652
2021-02-03,Febrero,2021,Línea 3,Gratuidad,5572
2021-02-03,Febrero,2021,Línea 4,Prepago,40438
2021-02-03,Febrero,2021,Línea 4,Gratuidad,1847
2021-02-03,Febrero,2021,Línea 5,Prepago,94635
2021-02-03,Febrero,2021,Línea 5,Gratuidad,10362
2021-02-03,Febrero,2021,Línea 6,Prepago,91810
2021-02-03,Febrero,2021,Línea 6,Gratuidad,7837
2021-02-03,Febrero,2021,Línea 7,Prepago,85050
2021-02-03,Febrero,2021,Línea 7,Gratuidad,953
2021-02-04,Febrero,2021,Línea 1,Prepago,231526
2021-02-04,Febrero,2021,Línea 1,Gratuidad,10851
2021-02-04,Febrero,2021,Línea 2,Prepago,95881
